id,rank,name,nat,age,birth,turned_pro,weight,height,plays,aces,double_faults,f_serve,f_serve_won,s_serve_won,break_faced,break_saved,serve_played,serve_won,serve_points_won,re_f_serve_won,re_s_serve_won,break_opp,break_conv,re_games_played,re_games_won,re_points_won,total_points_won,prize,prize_year,score,score_year,coach,place_birth,residence
1058,1059,AlexandruVasileManole,ROU,19.0,1998.09.21,,72.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9164,2402.0,0-0,0-0,,Bacau,"Bacau,Romania"
1059,1060,TimurKhabibulin,KAZ,23.0,1995.08.02,,83.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,57867,3850.0,0-0,0-0,,"Tashkent,Uzbekistan","Almaty,Kazakhstan"
1060,1061,HugoPontico,FRA,20.0,1997.10.19,,70.0,180.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,7938,2410.0,0-0,0-0,BrunoPenichault,Bordeaux,Bordeaux
1061,1062,SamuelShropshire,USA,23.0,1994.11.20,,82.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9398,2554.0,0-0,0-0,BillHeiser,"Philadelphia,PA,USA","Chicago,IL,USA"
1062,1063,DustyH.Boyer,USA,25.0,1993.07.02,,79.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9360,2238.0,0-0,0-0,,Fargo,Hamlake
1063,1064,TrentBryde,USA,19.0,1999.08.24,,70.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10074,4520.0,0-0,0-0,WillWright,"Atlanta,GA,USA","Suwanee,GeorgiaUSA"
1064,1065,ChunHunWong,HKG,22.0,1995.10.30,,66.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12723,3182.0,0-2,0-2,,HongKong,HongKong
1065,1066,SDPrajwalDev,IND,22.0,1996.05.27,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8231,2868.0,0-0,0-0,,,
1066,1067,GeorgeTsivadze,GEO,25.0,1993.01.02,,78.0,191.0,"Left-Handed,One-Handed",,,,,,,,,,,,,,,,,,,31658,2768.0,2-7,0-2,DavidTsivadze,Batumi,"Batumi,Georgia"
1067,1068,YanBondarevskiy,RUS,18.0,2000.03.17,,71.0,191.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5572,2946.0,0-0,0-0,,Russia,Spain
1068,1069,GabrielAlejandroHidalgo,ARG,28.0,1990.08.06,,,,,,,,,,,,,,,,,,,,,,,62724,828.0,0-0,0-0,,,
1069,1070,NikitaMashtakov,UKR,19.0,1999.03.18,,73.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7200,3104.0,0-1,0-0,OleksandrDolgopolov,Donetsk,Ukraine
1070,1071,JayeshPungliya,IND,21.0,1996.09.22,,66.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,14236,2959.0,0-0,0-0,,"Pune,India",
1071,1072,LouisTessa,FRA,20.0,1998.04.06,,68.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,18102,4002.0,0-0,0-0,RodolpheCadart,"Lyon,France","CavalaireSurMer,France"
1072,1073,JamesFrawley,AUS,24.0,1994.03.29,,74.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,23257,4542.0,0-0,0-0,AlunJones,"Canberra,Australia","Canberra,Australia"
1073,1074,MatveyKhomentovskiy,RUS,24.0,1994.08.25,,86.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,11966,2950.0,0-0,0-0,,"Monchegorsk,Russia","Munich,Germany"
1074,1075,FranciscoCabral,POR,21.0,1997.01.08,,,,,,,,,,,,,,,,,,,,,,,24359,5868.0,0-0,0-0,,,
1075,1076,AzizOuakaa,TUN,19.0,1999.08.07,,,,,,,,,,,,,,,,,,,,,,,8316,3912.0,1-0,1-0,,,
1076,1077,RaymondSarmiento,USA,26.0,1992.07.24,,68.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,80241,,0-0,0-0,"HaydnLewis,PeterRennert","Glendale,USA","LosAngeles,CA,USA"
1077,1078,AnasFattar,MAR,31.0,1987.05.12,,,,,,,,,,,,,,,,,,,,,,,43844,1269.0,0-1,0-0,,,Morocco
1078,1079,GuilhermeOsorio,BRA,19.0,1998.09.27,,,,,,,,,,,,,,,,,,,,,,,4339,1167.0,0-0,0-0,,,
1079,1080,StefanoBaldoni,ITA,21.0,1997.08.26,,,,,,,,,,,,,,,,,,,,,,,1959,1659.0,0-0,0-0,,,
1080,1081,FarrukhDustov,UZB,32.0,1986.05.22,2003.0,88.0,193.0,"Right-Handed,Unknown",23.0,16.0,70.0,66.0,35.0,47.0,49.0,69.0,65.0,57.0,24.0,39.0,17.0,47.0,71.0,11.0,29.0,43.0,511680,4150.0,11-26,0-0,,"Tashkent,Uzbekistan","Tashkent,Uzbekistan"
1081,1082,TukhulaJacobs,NAM,23.0,1994.12.10,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3312,1996.0,0-0,0-0,,Windhoek,
1082,1083,Wei-DeLin,TPE,22.0,1996.02.05,,80.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15911,2191.0,0-0,0-0,GeorgeWang,"Taichung,Taiwan",Taiwan
1083,1084,AdilKalyanpur,IND,18.0,2000.01.26,,78.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5121,2065.0,0-0,0-0,,"Bangalore,India","Mallorca,Spain"
1084,1085,Mircea-AlexandruJecan,ROU,30.0,1988.06.02,,72.0,180.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,27494,1271.0,0-0,0-0,DaianFloreiu,"Cluj-Napoca,Romania","Cluj-Napoca,Romania"
1085,1086,GuidoIvanJusto,ARG,20.0,1997.12.17,,,,,,,,,,,,,,,,,,,,,,,2925,1737.0,0-0,0-0,,,
1086,1087,LingxiZhao,CHN,18.0,2000.01.07,,,,,,,,,,,,,,,,,,,,,,,5026,2860.0,0-0,0-0,,,
1087,1088,SantiagoMaresca,URU,23.0,1994.09.14,,,,,,,,,,,,,,,,,,,,,,,21186,988.0,1-4,0-0,,,
1088,1089,Tae-WooLee,KOR,26.0,1991.12.19,,78.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9294,2070.0,0-0,0-0,,Anseong,Dangjin
1089,1090,AndreiStefanApostol,ROU,23.0,1995.02.25,,74.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,27167,1786.0,0-0,0-0,,"Bucharest,Romania",Romania
1090,1091,AnirudhChandrasekar,IND,20.0,1998.07.11,,74.0,180.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9431,2118.0,0-0,0-0,CVNagrajandVigneshPeranamallur,"Chennai,India","Hyderabad,India"
1091,1092,FedericoIannaccone,ITA,19.0,1999.03.26,,,,,,,,,,,,,,,,,,,,,,,6092,2374.0,0-0,0-0,,,
1092,1093,GaryKushnirovich,USA,27.0,1991.06.20,,92.0,193.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,11255,3298.0,0-0,0-0,,"Brooklyn,NewYork","Brooklyn,NewYork"
1093,1094,DavidSzintai,HUN,21.0,1997.06.09,,,,,,,,,,,,,,,,,,,,,,,8858,1942.0,0-0,0-0,,,
1094,1095,MaxenceBeauge,FRA,18.0,2000.06.08,,70.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7230,2112.0,0-0,0-0,BouvierYohan,"Marzy,France","RoutedeCorcelles,France"
1095,1096,JoffreyDeSchepper,FRA,26.0,1991.09.16,,91.0,196.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,22720,3234.0,0-0,0-0,,"Bordeaux,France","Bordeaux,France"
1096,1097,HugoSchott,FRA,21.0,1996.09.05,,,,,,,,,,,,,,,,,,,,,,,13061,2484.0,0-0,0-0,,,
1097,1098,YashaZemel,ISR,20.0,1998.08.26,,,,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13813,2320.0,0-0,0-0,,,
1098,1099,MarekSemjan,SVK,30.0,1987.11.07,,,,,,,,,,,,,,,,,,,,,,,191133,2484.0,0-0,0-0,,,
1099,1100,DarkoJandric,SRB,24.0,1994.09.02,,,,,,,,,,,,,,,,,,,,,,,28918,2592.0,0-0,0-0,,,
1100,1101,LucaGelhardt,GER,23.0,1994.12.28,,82.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,11775,3006.0,0-0,0-0,,"Koblenz,Germany","Koblenz,Germany"
1101,1102,MarcoMiceli,ITA,19.0,1998.11.03,,,,,,,,,,,,,,,,,,,,,,,10830,3188.0,0-0,0-0,,,
1102,1103,SergiPerezContri,ESP,20.0,1998.01.20,,,,,,,,,,,,,,,,,,,,,,,15136,4024.0,0-0,0-0,,,
1103,1104,OlegKhotkov,UKR,28.0,1990.03.11,,,,,,,,,,,,,,,,,,,,,,,24760,4110.0,0-0,0-0,,,
1104,1105,AleksandreBakshi,GEO,21.0,1997.07.15,,,,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5419,1011.0,0-0,0-0,,,
1105,1106,NicolasMeister,USA,29.0,1989.05.15,,77.0,180.0,"Right-Handed,Two-Handed",2.0,4.0,57.0,55.0,44.0,13.0,62.0,9.0,44.0,50.0,19.0,55.0,5.0,20.0,8.0,13.0,39.0,45.0,126974,1810.0,0-1,0-0,,SantaAna,Dallas
1106,1107,PavelFilin,BLR,26.0,1992.03.29,,73.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,16209,156.0,0-0,0-0,,"Minsk,Belarus","Minsk,Belarus"
1107,1108,VictorBaluda,RUS,25.0,1992.09.30,,,,,4.0,2.0,63.0,59.0,54.0,8.0,63.0,9.0,67.0,57.0,19.0,34.0,1.0,100.0,10.0,10.0,27.0,44.0,114488,,0-1,0-0,,,
1108,1109,AndriejKapas,POL,29.0,1989.08.11,,83.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,111477,,0-0,0-0,FilipUrban,"Kiev,Ukraine","Zabrze,Poland"
1109,1110,Diego-JoseManrique-Velazquez,ESP,29.0,1989.07.23,,,,,,,,,,,,,,,,,,,,,,,6874,1167.0,0-0,0-0,,,
1110,1111,JulienDubail,BEL,30.0,1988.02.14,,78.0,193.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,85220,156.0,0-0,0-0,,"Namur,Belgium","Gelbressee,Belgium"
1111,1112,JackDraper,GBR,16.0,2001.12.22,,,,,,,,,,,,,,,,,,,,,,,9474,9318.0,0-0,0-0,,,
1112,1113,BartVanDenBerg,NED,25.0,1993.07.25,,,,,,,,,,,,,,,,,,,,,,,8090,570.0,0-0,0-0,,,
1113,1114,VladislavMelnic,ROU,19.0,1999.06.23,,,,,,,,,,,,,,,,,,,,,,,5037,2051.0,0-0,0-0,,,
1114,1115,GabrielSchmidt,AUT,27.0,1991.08.13,,,,,,,,,,,,,,,,,,,,,,,3920,1266.0,0-0,0-0,,,
1115,1116,AaronAddison,AUS,22.0,1995.11.12,,82.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,18988,2862.0,0-0,0-0,RobertPhillips,"Melbourne,Australia","Melbourne,Australia"
1116,1117,AndreMiele,BRA,31.0,1987.04.12,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,170014,932.0,0-0,0-0,,,
1117,1118,RanjeetVirali-Murugesan,IND,32.0,1985.09.30,,,,,,,,,,,,,,,,,,,,,,,79225,1626.0,0-2,0-0,,,
1118,1119,AlessandroLuisi,ITA,28.0,1989.11.04,,80.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,17064,156.0,0-0,0-0,PietroAngelini-DanieleBisaccia,"Imperia,Italy","Rome,Italy"
1119,1120,MatthewDellavedova,AUS,18.0,2000.05.30,,78.0,191.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,7196,2302.0,0-0,0-0,PeterDellavedova/DrewReed,"WongaPark,Australia","WongaPark,Australia"
1120,1121,AronHiltzik,USA,22.0,1996.04.17,,73.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,19317,2250.0,0-0,0-0,BradDancerandBillHeiser,"Wilmette,IL,USA","Wilmette,IL,USA"
1121,1122,NicoMertens,GER,24.0,1994.04.04,,,,,,,,,,,,,,,,,,,,,,,4592,1298.0,0-0,0-0,,,
1122,1123,KarolDrzewiecki,POL,22.0,1995.11.01,,88.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,27570,572.0,0-0,0-0,WojciechOwsiak,"GorzówWielkopolski,Poland","Poznan,Poland"
1123,1124,AntoineWalch,FRA,24.0,1993.10.29,,,,,,,,,,,,,,,,,,,,,,,10450,1554.0,0-0,0-0,,,
1124,1125,LeonardVonHindte,GER,24.0,1994.04.28,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6360,1604.0,0-0,0-0,,Achim,BadSchwartau
1125,1126,KevinKaczynski,GER,24.0,1994.04.06,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,14092,594.0,0-0,0-0,,,
1126,1127,DalwinderSingh,IND,22.0,1996.04.25,,68.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9709,2128.0,0-0,0-0,HarvestTennisAcademy,"Jassowal,India",
1127,1128,IoannisStergiou,GRE,23.0,1995.04.03,,,,,,,,,,,,,,,,,,,,,,,9744,1836.0,0-0,0-0,,,
1128,1129,MilenIanakiev,GER,23.0,1995.07.20,,74.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,8819,2086.0,0-0,0-0,,"LimburganderLahn,Germany",Germany
1129,1130,GrigoriyLomakin,KAZ,20.0,1998.03.18,,78.0,198.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,10832,2885.0,0-0,0-0,,Temirtau,Astana
1130,1131,ThomasBrechemier,FRA,22.0,1996.06.28,,72.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,28159,1350.0,0-0,0-0,MatthieuRodrigues,"BoulogneBillancourt,France",Orleans
1131,1132,MirkoMartinez,SUI,20.0,1998.04.03,,70.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10188,2908.0,0-0,0-0,,"Neuchâtel,Switzerland","Neuchâtel,Switzerland"
1132,1133,JulianOcleppo,ITA,21.0,1997.08.01,,80.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,43981,2837.0,0-0,0-0,GianniOcleppo,Monaco,
1133,1134,ChukangWang,CHN,18.0,1999.09.06,,,,,,,,,,,,,,,,,,,,,,,8072,3926.0,0-0,0-0,,,
1134,1135,VadimAlekseenko,UKR,35.0,1983.05.19,0.0,85.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,76023,2053.0,0-0,0-0,,"Odessa,Ukraine","Odessa,Ukraine"
1135,1136,ThomasColautti,GBR,23.0,1995.02.03,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5640,1580.0,0-0,0-0,,,
1136,1137,GiovaniSamaha,LIB,24.0,1994.07.14,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,9618,1500.0,0-1,0-0,,,
1137,1138,AdrianAndrzejczuk,POL,22.0,1996.03.18,,85.0,193.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,24941,1984.0,0-0,0-0,TomaszGrygoruk,"Berlin,Germany","Bydgoszcz,Poland"
1138,1139,ShaharElbaz,ISR,21.0,1997.02.03,,,,,,,,,,,,,,,,,,,,,,,14222,2384.0,0-0,0-0,,,
1139,1140,AaronCortesAlcaraz,ESP,23.0,1994.11.02,,79.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21854,2972.0,0-0,0-0,JoséMaríaCortés,"SantJoand'Alacant,Spain",
1140,1141,ArnaudBovy,BEL,17.0,2000.09.17,,,,,,,,,,,,,,,,,,,,,,,753,753.0,0-0,0-0,,,
1141,1142,MikhailElgin,RUS,36.0,1981.10.14,1998.0,78.0,183.0,"Right-Handed,Unknown",49.0,28.0,58.0,64.0,41.0,73.0,51.0,95.0,62.0,55.0,25.0,44.0,38.0,29.0,97.0,11.0,32.0,44.0,857382,,2-9,0-0,IlyaDrozdov,"St.Petersburg,Russia","St.Petersburg,Russia"
1142,1143,JoshuaHoward-Tripp,RSA,19.0,1999.06.24,,,,,,,,,,,,,,,,,,,,,,,1499,753.0,0-0,0-0,,,
1143,1144,JanZielinski,POL,21.0,1996.11.16,,78.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12490,753.0,0-0,0-0,,"Warsaw,Poland","Warsaw,Poland"
1144,1145,WilliamBlumberg,USA,20.0,1998.01.26,,84.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,26559,2050.0,0-0,0-0,TrippPhillips,"NewYork,NY,USA","GreenwichCT,USA"
1145,1146,AlexanderKudryavtsev,RUS,32.0,1985.10.26,,79.0,183.0,"Right-Handed,Unknown",126.0,51.0,52.0,73.0,51.0,125.0,54.0,263.0,78.0,63.0,26.0,45.0,106.0,37.0,273.0,14.0,33.0,48.0,909894,,5-15,0-0,,"Yekaterinburg,Russia","StPetersburg,Russia"
1146,1147,ChristianLangmo,USA,22.0,1996.06.01,,,,,,,,,,,,,,,,,,,,,,,1393,1013.0,0-0,0-0,,,
1147,1148,TimRuehl,GER,20.0,1998.03.31,,,,,,,,,,,,,,,,,,,,,,,3505,909.0,0-0,0-0,,,
1148,1149,MartinVanDerMeerschen,BEL,18.0,2000.06.14,,,,,,,,,,,,,,,,,,,,,,,1215,909.0,0-0,0-0,,,
1149,1150,RyanHaviland,USA,37.0,1980.12.12,,82.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,27919,,0-0,0-0,,"StLouis,MO,USA","Greenville,SC,USA"
1150,1151,CayetanoMarch,ECU,18.0,2000.07.03,,,,,,,,,,,,,,,,,,,,,,,1890,1460.0,0-0,0-0,,,
1151,1152,OleksiiKrutykh,UKR,18.0,2000.03.10,,,,,,,,,,,,,,,,,,,,,,,1431,1065.0,0-0,0-0,,,
1152,1153,MichalPrzysiezny,POL,34.0,1984.02.16,2001.0,84.0,185.0,"Right-Handed,Unknown",575.0,282.0,58.0,71.0,48.0,623.0,61.0,1007.0,76.0,62.0,25.0,45.0,407.0,38.0,1014.0,15.0,33.0,48.0,1339415,2785.0,31-75,0-1,,"Glogow,Poland","Wroclaw,Poland"
1153,1154,GiulioZeppieri,ITA,16.0,2001.12.07,,,,,,,,,,,,,,,,,,,,,,,1363,1169.0,0-0,0-0,,,
1154,1155,CharlesBroom,GBR,20.0,1998.04.24,,,,,,,,,,,,,,,,,,,,,,,4348,1533.0,0-0,0-0,,,
1155,1156,UisungPark,KOR,17.0,2000.09.27,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3639,2573.0,0-0,0-0,,"Seoul,Korea",
1156,1157,DmitroKamynin,UKR,28.0,1989.10.28,,,,,,,,,,,,,,,,,,,,,,,11784,954.0,0-0,0-0,,,
1157,1158,MattiasSiimar,EST,20.0,1998.02.03,,,,,,,,,,,,,,,,,,,,,,,5044,1392.0,0-2,0-0,,,
1158,1159,DujeAjdukovic,CRO,17.0,2001.02.05,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2063,1481.0,0-0,0-0,,,
1159,1160,YutaKawahashi,JPN,20.0,1998.01.26,,,,,,,,,,,,,,,,,,,,,,,2886,2004.0,0-0,0-0,,,
1160,1161,MaticSpec,SLO,23.0,1995.02.26,,,,,,,,,,,,,,,,,,,,,,,6024,2280.0,0-0,0-0,,,
1161,1162,RobertasVrzesinski,LTU,20.0,1998.03.02,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2820,1548.0,0-0,0-0,,"Vilnius,Lithuania",
1162,1163,JohnMcnally,USA,19.0,1998.10.18,,82.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21016,1418.0,0-0,0-0,,"Cincinnati,OH,USA","Cincinnati,OH,USA"
1163,1164,Ju-HaeMoon,KOR,30.0,1988.05.30,,54.0,170.0,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,13926,1188.0,0-0,0-0,GwkangChun,"Busan,Korea",
1164,1165,MoeraniBouzige,AUS,19.0,1999.07.13,,,,,,,,,,,,,,,,,,,,,,,2804,2118.0,0-0,0-0,,,
1165,1166,ShiHongZeng,CHN,21.0,1997.07.18,,83.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6855,2274.0,0-0,0-0,,"Wuxi,China","Nanjing,China"
1166,1167,ShoShimabukuro,JPN,21.0,1997.07.30,,75.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9688,2248.0,0-0,0-0,,"Gifu,Japan",
1167,1168,DhruvSunish,IND,18.0,1999.11.19,,68.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5732,1782.0,0-0,0-0,KaifiAfzal&amp;AdityaMadkekar,Mumbai,"Gurgaon,India"
1168,1169,NunoDeus,POR,23.0,1995.05.07,,74.0,183.0,,,,,,,,,,,,,,,,,,,,29922,,0-0,0-0,,,
1169,1170,VijayantMalik,IND,28.0,1990.02.14,,,,,,,,,,,,,,,,,,,,,,,45896,1368.0,0-2,0-0,,,
1170,1171,HunterCallahan,USA,25.0,1992.12.21,,77.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21253,156.0,0-0,0-0,MarcoMartizi,"Philadelphia,PA,USA",Florida
1171,1172,DavidAgungSusanto,INA,27.0,1991.07.21,,,,,,,,,,,,,,,,,,,,,,,20860,1870.0,6-11,1-2,,,
1172,1173,AlexKnaff,LUX,20.0,1997.11.26,,,,,,,,,,,,,,,,,,,,,,,5834,1784.0,1-4,1-0,,,
1173,1174,JohannWillems,GER,23.0,1995.01.12,,75.0,180.0,"Left-Handed,One-Handed",,,,,,,,,,,,,,,,,,,8565,1398.0,0-0,0-0,MichaelSchmidtmann,"Sibiu,Romania","Leverkusen,Germany"
1174,1175,PatrikBrydolf,SWE,26.0,1991.11.27,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,46935,934.0,0-0,0-0,,,
1175,1176,ArturShakhnubaryan,RUS,22.0,1996.08.16,,68.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10476,1786.0,0-0,0-0,"EvgeniaKulikovskaya,MikhailBril",Moscow,"Moscow,Russia"
1176,1177,SimonBeaupain,BEL,19.0,1999.05.18,,76.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3872,2096.0,0-0,0-0,ArnaudFontaine-HenriJacquemin,Verviers,
1177,1178,MaxenceBroville,FRA,19.0,1999.01.31,,82.0,193.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,7902,1958.0,0-0,0-0,PhilippePech,Schoelcher,Garidech
1178,1179,NiklasJohansson,SWE,19.0,1998.10.07,,93.0,201.0,"Left-Handed,One-Handed",,,,,,,,,,,,,,,,,,,5284,2096.0,0-0,0-0,JanJohansson,"Nacka,Sweden","Tyreso,Sweden"
1179,1180,LouroiMartinez,SUI,19.0,1998.10.01,,,,,,,,,,,,,,,,,,,,,,,6552,1422.0,0-0,0-0,,,
1180,1181,NaokiTakeda,JPN,25.0,1993.06.11,,,,,,,,,,,,,,,,,,,,,,,6663,2578.0,0-0,0-0,,,
1181,1182,GeorgWinkler,ITA,21.0,1997.01.17,,,,,,,,,,,,,,,,,,,,,,,3620,1854.0,0-0,0-0,,,
1182,1183,KacperZuk,POL,19.0,1999.01.21,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10759,1438.0,0-0,0-0,,,
1183,1184,LucasRenard,SWE,25.0,1992.09.30,,80.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,32837,1586.0,0-0,0-0,,"Stockholm,Sweden","Stockholm,Sweden"
1184,1185,VadymUrsu,UKR,21.0,1997.01.01,,71.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,29197,1856.0,0-0,0-0,JanKroslak,"Kiev,Ukraine","Slovakia,Bratislava"
1185,1186,DavidVolfson,CAN,20.0,1997.09.14,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21942,3082.0,0-0,0-0,,"Toronto,Canada",
1186,1187,AmineAhouda,MAR,20.0,1997.09.11,2013.0,76.0,185.0,"Right-Handed,Two-Handed",3.0,16.0,57.0,67.0,45.0,21.0,48.0,39.0,72.0,57.0,25.0,39.0,14.0,36.0,39.0,13.0,31.0,45.0,40529,6806.0,3-6,1-2,HichamArazi,"Casablanca,Morocco","Casablanca,Morocco"
1187,1188,AlexanderLebedyn,UKR,22.0,1996.04.25,,68.0,175.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,11771,726.0,0-0,0-0,,dnepropetrovsk,Ukraine
1188,1189,JorgeBlancoGuadalupe,ESP,20.0,1997.11.17,,89.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5294,2354.0,0-0,0-0,JavierPerez,Leon,"Madrid,Spain"
1189,1190,IsaiahStrode,USA,20.0,1997.09.15,,75.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12195,2468.0,0-0,0-0,,SanDiego,SanDiego
1190,1191,NathanSeateun,FRA,21.0,1997.06.25,,,,,,,,,,,,,,,,,,,,,,,8266,2744.0,0-0,0-0,,,
1191,1192,NicolasUryson,ARG,25.0,1993.06.22,,80.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6372,1788.0,0-0,0-0,,BuenosAires,Switzerland
1192,1193,EdrisFetisleam,ROU,19.0,1999.07.25,,,,,,,,,,,,,,,,,,,,,,,6054,1468.0,1-0,1-0,,,
1193,1194,IvanMarreroCurbelo,ESP,19.0,1998.09.27,,,,,,,,,,,,,,,,,,,,,,,6636,1942.0,0-0,0-0,,,
1194,1195,BrunoMardones,ESP,22.0,1995.12.19,,73.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15725,1764.0,0-0,0-0,,"Madrid,Spain","Madrid,Spain"
1195,1196,KaiWehnelt,GER,22.0,1995.11.27,,,,,,,,,,,,,,,,,,,,,,,6698,2984.0,0-0,0-0,,,
1196,1197,IvanDavydov,RUS,21.0,1996.10.18,,85.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20409,2562.0,0-0,0-0,"GillesCervara,Jean-RenéLisnard,EricHernandez","Moscow,Russia","Mandelieu-la-Napoule,France"
1197,1198,AlexisCanter,GBR,20.0,1998.06.03,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8982,2416.0,0-0,0-0,,,
1198,1199,JohnLamble,USA,26.0,1992.03.31,,79.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21978,1140.0,0-0,0-0,TonyYang,Scottsdale,"Saratoga,California,USA"
1199,1200,JaimeFermosellDelgado,ESP,20.0,1997.12.06,,65.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20832,1816.0,0-0,0-0,OscarOrtega,"Madrid,Spain","Madrid,Spain"
